Row ID,주문번호,주문일자,배송일자,배송종류,고객번호, 고객이름,고객종류,국가,지역,시/도,시/군/구,제품번호,제뭎명,분류1,분류2,매출,개수,할인율,수익,반품유무,수익율
9209,CA-2021-141747,2021-08-03,2021-08-08,빠른배송,SC-20230,차주엽,기업고객,대한민국,영남,경상남도,남해군,OFF-ST-10003996,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",사무용품,수납제품,19456.69,1,0.0,5058.7394,,26.000000000000007
9210,CA-2021-142776,2021-12-11,2021-12-14,빠른배송,RS-19870,진무현,홈오피스,대한민국,충청,대전광역시,서구,OFF-EN-10003160,Pastel Pink Envelopes,사무용품,봉투류,8819.72,1,0.0,4233.4656,,48.00000000000001
9211,CA-2021-142776,2021-12-11,2021-12-14,빠른배송,RS-19870,진무현,홈오피스,대한민국,충청,대전광역시,서구,OFF-BI-10002012,Wilson Jones Easy Flow II Sheet Lifters,사무용품,바인더,6542.1,3,0.0,3140.208,,48.0
9212,CA-2019-167479,2019-03-14,2019-03-19,일반배송,AI-10855,권여진,개인고객,대한민국,수도권,경기도,구리시,OFF-PA-10002105,Xerox 223,사무용품,종이류,23551.56,3,0.0,11304.7488,,47.99999999999999
9213,CA-2018-144071,2018-12-08,2018-12-15,일반배송,DJ-13420,민희준,기업고객,대한민국,영남,울산광역시,울주군,FUR-FU-10000397,Luxo Economy Swing Arm Lamp,가구,가구소품,48314.62,2,0.0,13528.0936,,27.999999999999996
9214,CA-2018-144071,2018-12-08,2018-12-15,일반배송,DJ-13420,민희준,기업고객,대한민국,영남,울산광역시,울주군,FUR-FU-10000758,DAX Natural Wood-Tone Poster Frame,가구,가구소품,96241.56,3,0.0,34646.9616,,36.00000000000001
9215,US-2021-120908,2021-09-30,2021-10-02,특급배송,BF-10975,권주철,기업고객,대한민국,수도권,서울특별시,도봉구,OFF-LA-10004677,Self-Adhesive Address Labels for Typewriters with Dispenser Box,사무용품,라벨류,25034.436,7,0.2,8449.12215,,33.75
9216,CA-2020-152646,2020-11-21,2020-11-26,일반배송,TH-21235,한정호,기업고객,대한민국,충청,충청북도,음성군,OFF-PA-10004451,Xerox 222,사무용품,종이류,39252.6,5,0.0,18841.248,,48.0
9217,CA-2021-103765,2021-11-24,2021-11-30,일반배송,JG-15310,손슬현,기업고객,대한민국,충청,충청남도,아산시,OFF-AP-10002311,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",사무용품,집기비품,16672.663,1,0.8,-30010.7934,,-179.99999999999997
9218,US-2021-118157,2021-11-14,2021-11-17,특급배송,AW-10930,권은아,홈오피스,대한민국,영남,부산광역시,서구,OFF-EN-10004459,Security-Tint Envelopes,사무용품,봉투류,18511.72,2,0.0,9070.7428,,49.0
9219,US-2019-164238,2019-08-16,2019-08-20,일반배송,JW-15955,신주경,개인고객,대한민국,수도권,서울특별시,광진구,OFF-ST-10002352,Iris Project Case,사무용품,수납제품,54139.512,7,0.2,4060.4634,,7.5
9220,US-2019-164238,2019-08-16,2019-08-20,일반배송,JW-15955,신주경,개인고객,대한민국,수도권,서울특별시,광진구,FUR-BO-10000780,O'Sullivan Plantations 2-Door Library in Landvery Oak,가구,책장,365230.905,3,0.5,-248357.0154,,-68.0
9221,CA-2021-103212,2021-10-13,2021-10-14,특급배송,MH-18025,이재혁,개인고객,대한민국,호남,전라남도,나주시,OFF-LA-10000248,Avery 52,사무용품,라벨류,13411.305,3,0.0,6303.31335,,47.0
9222,CA-2021-103212,2021-10-13,2021-10-14,특급배송,MH-18025,이재혁,개인고객,대한민국,호남,전라남도,나주시,FUR-TA-10003473,Bretford Rectangular Conference Table Tops,가구,책상,1822725.98,4,0.0,419226.9754,,23.0
9223,CA-2021-103212,2021-10-13,2021-10-14,특급배송,MH-18025,이재혁,개인고객,대한민국,호남,전라남도,나주시,OFF-PA-10004355,Xerox 231,사무용품,종이류,31402.08,4,0.0,15072.9984,,48.0
9224,CA-2021-121160,2021-11-04,2021-11-04,당일배송,FM-14290,백보정,홈오피스,대한민국,영남,울산광역시,동구,OFF-BI-10001308,GBC Standard Plastic Binding Systems' Combs,사무용품,바인더,9129.864,6,0.8,-15977.262,,-175.00000000000003
9225,CA-2021-121160,2021-11-04,2021-11-04,당일배송,FM-14290,백보정,홈오피스,대한민국,영남,울산광역시,동구,OFF-BI-10003094,Self-Adhesive Ring Binder Labels,사무용품,바인더,1705.792,2,0.8,-2814.5568,,-165.0
9226,CA-2021-121160,2021-11-04,2021-11-04,당일배송,FM-14290,백보정,홈오피스,대한민국,영남,울산광역시,동구,OFF-BI-10004040,Wilson Jones Impact Binders,사무용품,바인더,5020.456,4,0.8,-7781.7068,,-155.0
9227,CA-2021-121160,2021-11-04,2021-11-04,당일배송,FM-14290,백보정,홈오피스,대한민국,영남,울산광역시,동구,OFF-ST-10002485,Rogers Deluxe File Chest,사무용품,수납제품,63909.048,3,0.2,-15178.3989,,-23.75
9228,CA-2021-140515,2021-03-19,2021-03-24,일반배송,GZ-14545,사용성,기업고객,대한민국,강원,강원도,평창군,OFF-AP-10001205,Belkin 5 Outlet SurgeMaster Power Centers,사무용품,집기비품,462017.64,7,0.0,129364.9392,,27.999999999999996
9229,CA-2018-153619,2018-11-03,2018-11-03,당일배송,TC-21535,허혁,홈오피스,대한민국,호남,광주광역시,서구,OFF-AR-10001868,Prang Dustless Chalk Sticks,사무용품,필기구,8141.28,4,0.0,4070.64,,50.0
9230,CA-2021-133718,2021-07-23,2021-07-26,특급배송,TB-21520,허춘삼,개인고객,대한민국,수도권,서울특별시,성북구,OFF-BI-10003429,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",사무용품,바인더,18405.108,3,0.2,6671.85165,,36.25
9231,CA-2021-133718,2021-07-23,2021-07-26,특급배송,TB-21520,허춘삼,개인고객,대한민국,수도권,서울특별시,성북구,OFF-PA-10002689,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),사무용품,종이류,70654.68,9,0.0,33914.2464,,48.00000000000001
9232,CA-2018-148383,2018-12-27,2018-12-31,일반배송,RP-19390,조의철,개인고객,대한민국,수도권,인천광역시,부평구,OFF-BI-10003650,GBC DocuBind 300 Electric Binding Machine,사무용품,바인더,1147004.586,6,0.7,-841136.6964,,-73.33333333333334
9233,CA-2020-126732,2020-09-02,2020-09-06,일반배송,LR-16915,우길수,개인고객,대한민국,수도권,서울특별시,중구,FUR-FU-10001889,Ultra Door Pull Handle,가구,가구소품,114704.82,9,0.0,37852.5906,Yes,33.0
9234,CA-2020-126732,2020-09-02,2020-09-06,일반배송,LR-16915,우길수,개인고객,대한민국,수도권,서울특별시,중구,OFF-ST-10000321,Akro Stacking Bins,사무용품,수납제품,28676.205,3,0.0,1147.0482,Yes,3.9999999999999996
9235,CA-2020-126732,2020-09-02,2020-09-06,일반배송,LR-16915,우길수,개인고객,대한민국,수도권,서울특별시,중구,TEC-PH-10001530,Cisco Unified IP Phone 7945G VoIP phone,전자제품,전화기,1321950.032,4,0.2,82621.877,Yes,6.25
9236,CA-2020-126732,2020-09-02,2020-09-06,일반배송,LR-16915,우길수,개인고객,대한민국,수도권,서울특별시,중구,OFF-AR-10004752,Blackstonian Pencils,사무용품,필기구,22642.935,7,0.0,6340.0218,Yes,28.000000000000004
9237,CA-2020-126732,2020-09-02,2020-09-06,일반배송,LR-16915,우길수,개인고객,대한민국,수도권,서울특별시,중구,FUR-TA-10001539,Chromcraft Rectangular Conference Tables,가구,책상,689013.972,3,0.2,34450.6985999999,Yes,4.999999999999987
9238,CA-2020-126732,2020-09-02,2020-09-06,일반배송,LR-16915,우길수,개인고객,대한민국,수도권,서울특별시,중구,OFF-BI-10001553,SpineVue Locking Slant-D Ring Binders by Cardinal,사무용품,바인더,8858.488,1,0.2,3100.4708,Yes,35.0
9239,CA-2021-138156,2021-02-11,2021-02-14,특급배송,MM-17260,유옥자,개인고객,대한민국,충청,충청북도,옥천군,FUR-FU-10003601,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",가구,가구소품,178778.632,2,0.2,-4469.46580000001,,-2.5000000000000053
9240,CA-2021-110310,2021-10-27,2021-11-02,일반배송,NB-18655,전민정,기업고객,대한민국,강원,강원도,속초시,OFF-PA-10001685,Easy-staple paper,사무용품,종이류,68793.816,7,0.2,24937.7583,,36.25
9241,CA-2021-110310,2021-10-27,2021-11-02,일반배송,NB-18655,전민정,기업고객,대한민국,강원,강원도,속초시,OFF-BI-10001097,Avery Hole Reinforcements,사무용품,바인더,6792.8805,3,0.7,-4755.01635,,-70.0
9242,CA-2021-110310,2021-10-27,2021-11-02,일반배송,NB-18655,전민정,기업고객,대한민국,강원,강원도,속초시,OFF-AR-10001662,Rogers Handheld Barrel Pencil Sharpener,사무용품,필기구,7966.824,3,0.2,697.097100000001,,8.750000000000014
9243,CA-2018-113271,2018-07-09,2018-07-14,일반배송,DS-13030,문유린,홈오피스,대한민국,수도권,서울특별시,영등포구,OFF-BI-10002609,Avery Hidden Tab Dividers for Binding Systems,사무용품,바인더,17329.296,6,0.2,5632.0212,,32.5
9244,CA-2018-113271,2018-07-09,2018-07-14,일반배송,DS-13030,문유린,홈오피스,대한민국,수도권,서울특별시,영등포구,FUR-BO-10004218,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",가구,책장,145177.6795,1,0.15,8539.8635,,5.88235294117647
9245,CA-2018-113271,2018-07-09,2018-07-14,일반배송,DS-13030,문유린,홈오피스,대한민국,수도권,서울특별시,영등포구,OFF-AR-10003251,Prang Drawing Pencil Set,사무용품,필기구,6735.94,2,0.0,2694.376,,40.00000000000001
9246,CA-2018-113271,2018-07-09,2018-07-14,일반배송,DS-13030,문유린,홈오피스,대한민국,수도권,서울특별시,영등포구,OFF-PA-10002365,Xerox 1967,사무용품,종이류,39252.6,5,0.0,18841.248,,48.0
9247,CA-2021-130106,2021-05-22,2021-05-26,일반배송,VF-21715,현호섭,홈오피스,대한민국,영남,경상북도,경주시,OFF-AR-10003651,Newell 350,사무용품,필기구,11921.16,3,0.0,3457.1364,,28.999999999999996
9248,CA-2021-130106,2021-05-22,2021-05-26,일반배송,VF-21715,현호섭,홈오피스,대한민국,영남,경상북도,경주시,OFF-AR-10003732,Newell 333,사무용품,필기구,3367.97,1,0.0,875.6722,,26.0
9249,CA-2020-127761,2020-11-10,2020-11-14,일반배송,SW-20275,차진혁,개인고객,대한민국,수도권,서울특별시,동작구,OFF-BI-10002557,Presstex Flexible Ring Binders,사무용품,바인더,4409.86,1,0.2,1653.6975,,37.5
9250,CA-2020-127761,2020-11-10,2020-11-14,일반배송,SW-20275,차진혁,개인고객,대한민국,수도권,서울특별시,동작구,TEC-PH-10003691,BlackBerry Q10,전자제품,전화기,1068458.195,7,0.0,267114.54875,,25.0
9251,CA-2020-105354,2020-12-02,2020-12-06,일반배송,PW-19030,정유화,기업고객,대한민국,충청,대전광역시,유성구,OFF-BI-10001107,"GBC White Gloss Covers, Plain Front",사무용품,바인더,140340.16,8,0.0,65959.8752,,47.0
9252,CA-2021-155712,2021-03-02,2021-03-08,일반배송,KD-16615,양재연,기업고객,대한민국,수도권,서울특별시,양천구,OFF-BI-10004224,Catalog Binders with Expanding Posts,사무용품,바인더,130415.552,2,0.2,40754.86,Yes,31.25
9253,CA-2021-102309,2021-09-23,2021-09-25,빠른배송,DO-13645,박연,개인고객,대한민국,충청,대전광역시,동구,TEC-AC-10001114,Microsoft Wireless Mobile Mouse 4000,전자제품,컴퓨터소품,242239.425,5,0.0,77516.616,,32.0
9254,CA-2021-102309,2021-09-23,2021-09-25,빠른배송,DO-13645,박연,개인고객,대한민국,충청,대전광역시,동구,OFF-PA-10002005,Xerox 225,사무용품,종이류,15701.04,2,0.0,7536.4992,,48.0
9255,CA-2018-168368,2018-02-11,2018-02-15,빠른배송,GA-14725,서연성,개인고객,대한민국,제주,제주특별자치도,제주시,FUR-CH-10001146,"Global Value Mid-Back Manager's Chair, Gray",가구,의자,73768.235,1,0.0,18442.05875,,25.0
9256,CA-2018-168368,2018-02-11,2018-02-15,빠른배송,GA-14725,서연성,개인고객,대한민국,제주,제주특별자치도,제주시,OFF-LA-10004853,Avery 483,사무용품,라벨류,18099.81,3,0.0,8325.9126,,46.0
9257,CA-2018-168368,2018-02-11,2018-02-15,빠른배송,GA-14725,서연성,개인고객,대한민국,제주,제주특별자치도,제주시,OFF-BI-10004728,Wilson Jones Turn Tabs Binder Tool for Ring Binders,사무용품,바인더,11678.86,2,0.0,5372.2756,,46.0
9258,CA-2018-168368,2018-02-11,2018-02-15,빠른배송,GA-14725,서연성,개인고객,대한민국,제주,제주특별자치도,제주시,FUR-FU-10002298,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",가구,가구소품,403356.81,3,0.0,64537.0896,,16.0
9259,CA-2018-168368,2018-02-11,2018-02-15,빠른배송,GA-14725,서연성,개인고객,대한민국,제주,제주특별자치도,제주시,OFF-BI-10004654,VariCap6 Expandable Binder,사무용품,바인더,62876.85,3,0.0,29552.1195,,47.0
9260,CA-2018-168368,2018-02-11,2018-02-15,빠른배송,GA-14725,서연성,개인고객,대한민국,제주,제주특별자치도,제주시,OFF-ST-10002583,Fellowes Neat Ideas Storage Cubes,사무용품,수납제품,78699.04,2,0.0,3147.9616,,4.000000000000001
9261,CA-2021-167976,2021-11-11,2021-11-14,빠른배송,JL-15505,손호준,개인고객,대한민국,수도권,경기도,수원시,OFF-SU-10004661,Acme Titanium Bonded Scissors,사무용품,문구류,30893.25,3,0.0,8032.245,,26.0
9262,CA-2021-111388,2021-09-02,2021-09-02,당일배송,SU-20665,최주린,홈오피스,대한민국,영남,경상북도,구미시,FUR-CH-10003061,"Global Leather Task Chair, Black",가구,의자,261654.924,3,0.2,-3270.68655000004,,-1.2500000000000153
9263,CA-2019-124499,2019-10-09,2019-10-13,일반배송,FM-14380,백인수,개인고객,대한민국,수도권,경기도,안산시,FUR-CH-10000513,High-Back Leather Manager's Chair,가구,의자,472448.655,3,0.0,42520.37895,,9.0
9264,CA-2019-124499,2019-10-09,2019-10-13,일반배송,FM-14380,백인수,개인고객,대한민국,수도권,경기도,안산시,OFF-AP-10002191,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,사무용품,집기비품,326995.965,5,0.1,65399.193,,20.0
9265,US-2021-128118,2021-11-24,2021-12-01,일반배송,MY-17380,유희라,기업고객,대한민국,수도권,경기도,포천시,OFF-BI-10000216,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",사무용품,바인더,14141.8395,3,0.7,-9427.893,,-66.66666666666666
9266,US-2021-128118,2021-11-24,2021-12-01,일반배송,MY-17380,유희라,기업고객,대한민국,수도권,경기도,포천시,OFF-EN-10003448,"Peel & Seel Recycled Catalog Envelopes, Brown",사무용품,봉투류,78563.352,7,0.2,29461.257,,37.5
9267,CA-2018-125759,2018-02-08,2018-02-09,특급배송,NM-18445,임형철,홈오피스,대한민국,수도권,경기도,의정부시,FUR-FU-10002111,"Master Caster Door Stop, Large Brown",가구,가구소품,17639.44,2,0.0,6702.9872,,38.0
9268,CA-2019-151869,2019-09-25,2019-09-25,당일배송,CS-11950,남세훈,개인고객,대한민국,영남,부산광역시,동래구,FUR-CH-10001545,Hon Comfortask Task/Swivel Chairs,가구,의자,124278.093,1,0.1,8285.2062,,6.666666666666668
9269,CA-2019-151869,2019-09-25,2019-09-25,당일배송,CS-11950,남세훈,개인고객,대한민국,영남,부산광역시,동래구,OFF-PA-10002947,Xerox 1923,사무용품,종이류,24278.46,3,0.0,11653.6608,,48.0
9270,US-2021-102183,2021-08-21,2021-08-28,일반배송,PK-19075,정자철,개인고객,대한민국,영남,울산광역시,동구,OFF-BI-10003476,Avery Metallic Poly Binders,사무용품,바인더,38874.612,7,0.2,13606.1142,,35.0
9271,US-2021-102183,2021-08-21,2021-08-28,일반배송,PK-19075,정자철,개인고객,대한민국,영남,울산광역시,동구,OFF-BI-10001359,GBC DocuBind TL300 Electric Binding System,사무용품,바인더,5216176.248,6,0.2,1760459.4837,,33.75
9272,CA-2020-100510,2020-05-12,2020-05-17,일반배송,HM-14860,서현정,기업고객,대한민국,강원,강원도,철원군,FUR-FU-10000320,OIC Stacking Trays,가구,가구소품,12139.23,3,0.0,5341.2612,,44.0
9273,CA-2020-100510,2020-05-12,2020-05-17,일반배송,HM-14860,서현정,기업고객,대한민국,강원,강원도,철원군,TEC-PH-10001835,Jawbone JAMBOX Wireless Bluetooth Speaker,전자제품,전화기,765619.54,4,0.0,367497.3792,,48.0
9274,CA-2021-146983,2021-09-02,2021-09-06,일반배송,AH-10210,강현석,개인고객,대한민국,수도권,경기도,고양시,OFF-BI-10003650,GBC DocuBind 300 Electric Binding Machine,사무용품,바인더,1911674.31,3,0.0,917603.6688,,48.0
9275,US-2018-134054,2018-10-10,2018-10-10,당일배송,FC-14335,백영일,기업고객,대한민국,충청,충청남도,공주시,OFF-AR-10000937,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",사무용품,필기구,309962.275,7,0.0,136383.401,,44.0
9276,CA-2020-113236,2020-05-26,2020-05-29,빠른배송,CP-12085,남희창,기업고객,대한민국,수도권,인천광역시,부평구,OFF-ST-10000532,Advantus Rolling Drawer Organizers,사무용품,수납제품,223768.896,6,0.2,16782.6672,,7.5
9277,CA-2020-113236,2020-05-26,2020-05-29,빠른배송,CP-12085,남희창,기업고객,대한민국,수도권,인천광역시,부평구,TEC-AC-10001267,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,전자제품,컴퓨터소품,58055.08,2,0.2,14513.77,,25.0
9278,CA-2021-122539,2021-12-01,2021-12-05,일반배송,SC-20305,차혜민,개인고객,대한민국,영남,부산광역시,동래구,OFF-LA-10004853,Avery 483,사무용품,라벨류,19306.464,4,0.2,6274.6008,,32.5
9279,CA-2021-122539,2021-12-01,2021-12-05,일반배송,SC-20305,차혜민,개인고객,대한민국,영남,부산광역시,동래구,OFF-BI-10001759,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",사무용품,바인더,9693.2115,7,0.7,-6785.24805,,-70.0
9280,CA-2021-122539,2021-12-01,2021-12-05,일반배송,SC-20305,차혜민,개인고객,대한민국,영남,부산광역시,동래구,FUR-CH-10003379,Global Commerce Series High-Back Swivel/Tilt Chairs,가구,의자,483354.578,2,0.3,-34525.327,,-7.142857142857142
9281,CA-2020-166772,2020-09-20,2020-09-24,일반배송,HJ-14875,서혜연,홈오피스,대한민국,수도권,서울특별시,강동구,FUR-BO-10002853,O'Sullivan 5-Shelf Heavy-Duty Bookcases,가구,책장,198540.62,2,0.0,49635.155,,25.0
9282,US-2021-152898,2021-09-11,2021-09-15,일반배송,CB-12025,남주석,개인고객,대한민국,수도권,경기도,여주시,OFF-AP-10000027,Hoover Commercial SteamVac,사무용품,집기비품,82260.85,5,0.0,24678.255,,30.0
9283,CA-2020-160486,2020-12-30,2021-01-04,일반배송,EH-14185,배한나,개인고객,대한민국,수도권,경기도,동두천시,OFF-PA-10002421,Embossed Ink Jet Note Cards,사무용품,종이류,87499.376,4,0.2,30624.7816,,35.0
9284,CA-2021-102218,2021-09-02,2021-09-04,빠른배송,LW-17215,유경호,개인고객,대한민국,호남,전라남도,장흥군,OFF-LA-10002475,Avery 519,사무용품,라벨류,14169.704,2,0.2,4782.2751,,33.75
9285,CA-2018-161032,2018-11-18,2018-11-23,일반배송,MK-17905,이시윤,기업고객,대한민국,영남,경상남도,사천시,FUR-CH-10001482,Office Star - Mesh Screen back chair with Vinyl seat,가구,의자,476046.81,3,0.0,52365.1491,,11.0
9286,CA-2019-102778,2019-11-21,2019-11-24,특급배송,JH-15820,신상호,개인고객,대한민국,수도권,경기도,고양시,FUR-FU-10000087,"Executive Impressions 14"" Two-Color Numerals Wall Clock",가구,가구소품,22020.224,1,0.2,5780.3088,,26.25
9287,CA-2021-154011,2021-06-19,2021-06-26,일반배송,DB-13270,민수희,홈오피스,대한민국,수도권,경기도,수원시,OFF-BI-10003166,GBC Plasticlear Binding Covers,사무용품,바인더,8344.812,3,0.8,-13351.6992,,-160.0
9288,CA-2021-154011,2021-06-19,2021-06-26,일반배송,DB-13270,민수희,홈오피스,대한민국,수도권,경기도,수원시,FUR-TA-10000688,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",가구,책상,554243.0775,3,0.3,-102930.85725,,-18.571428571428573
9289,US-2021-165456,2021-11-30,2021-12-03,특급배송,TB-21625,현은영,개인고객,대한민국,영남,경상북도,상주시,FUR-CH-10003981,Global Commerce Series Low-Back Swivel/Tilt Chairs,가구,의자,1307591.334,6,0.3,-18679.8762000002,,-1.4285714285714437
9290,CA-2018-111857,2018-04-23,2018-04-26,빠른배송,NM-18445,임형철,홈오피스,대한민국,수도권,경기도,의정부시,OFF-PA-10001878,Xerox 1891,사무용품,종이류,59254.465,1,0.0,27849.59855,,47.0
9291,CA-2018-163650,2018-09-23,2018-09-25,특급배송,TT-21220,한정아,개인고객,대한민국,수도권,경기도,부천시,OFF-AR-10002375,Newell 351,사무용품,필기구,11921.16,3,0.0,3457.1364,,28.999999999999996
9292,CA-2018-163650,2018-09-23,2018-09-25,특급배송,TT-21220,한정아,개인고객,대한민국,수도권,경기도,부천시,OFF-BI-10004965,Ibico Covers for Plastic or Wire Binding Elements,사무용품,바인더,41796.75,3,0.0,18808.5375,,44.99999999999999
9293,CA-2021-124114,2021-03-02,2021-03-02,당일배송,RS-19765,지태영,기업고객,대한민국,수도권,경기도,평택시,OFF-BI-10004022,Acco Suede Grain Vinyl Round Ring Binder,사무용품,바인더,673.594,1,0.8,-1145.1098,,-169.99999999999997
9294,US-2021-116505,2021-11-17,2021-11-21,빠른배송,TB-21625,현은영,개인고객,대한민국,영남,경상북도,상주시,OFF-BI-10000050,"Angle-D Binders with Locking Rings, Label Holders",사무용품,바인더,53063.7,6,0.0,24939.939,,47.0
9295,CA-2021-161340,2021-05-28,2021-06-01,일반배송,AM-10360,고수철,기업고객,대한민국,호남,전라북도,정읍시,OFF-PA-10002464,HP Office Recycled Paper (20Lb. and 87 Bright),사무용품,종이류,16805.928,3,0.2,6092.1489,,36.25
9296,CA-2021-161340,2021-05-28,2021-06-01,일반배송,AM-10360,고수철,기업고객,대한민국,호남,전라북도,정읍시,FUR-BO-10004709,"Bush Westfield Collection Bookcases, Medium Cherry Finish",가구,책장,140485.54,4,0.5,-78671.9024,,-56.00000000000001
9297,US-2019-163433,2019-04-18,2019-04-22,빠른배송,MP-17965,이윤석,기업고객,대한민국,수도권,서울특별시,도봉구,TEC-AC-10003590,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",전자제품,컴퓨터소품,50185.176,2,0.2,10037.0352,,20.0
9298,US-2019-163433,2019-04-18,2019-04-22,빠른배송,MP-17965,이윤석,기업고객,대한민국,수도권,서울특별시,도봉구,TEC-PH-10003357,Grandstream GXP2100 Mainstream Business Phone,전자제품,전화기,296536.432,4,0.2,29653.6432,,10.0
9299,US-2019-163433,2019-04-18,2019-04-22,빠른배송,MP-17965,이윤석,기업고객,대한민국,수도권,서울특별시,도봉구,OFF-AR-10003373,"Boston School Pro Electric Pencil Sharpener, 1670",사무용품,필기구,90077.448,3,0.2,7881.7767,,8.75
9300,US-2019-163433,2019-04-18,2019-04-22,빠른배송,MP-17965,이윤석,기업고객,대한민국,수도권,서울특별시,도봉구,OFF-BI-10003676,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",사무용품,바인더,5223.988,2,0.8,-8358.3808,,-160.0
9301,US-2019-163433,2019-04-18,2019-04-22,빠른배송,MP-17965,이윤석,기업고객,대한민국,수도권,서울특별시,도봉구,FUR-CH-10000225,"Global Geo Office Task Chair, Gray",가구,의자,68675.089,1,0.3,-24526.8175,,-35.71428571428571
9302,US-2019-163433,2019-04-18,2019-04-22,빠른배송,MP-17965,이윤석,기업고객,대한민국,수도권,서울특별시,도봉구,TEC-PH-10001870,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,전자제품,전화기,118688.232,2,0.2,7418.01449999999,,6.249999999999992
9303,US-2019-163433,2019-04-18,2019-04-22,빠른배송,MP-17965,이윤석,기업고객,대한민국,수도권,서울특별시,도봉구,OFF-AR-10003481,Newell 348,사무용품,필기구,9536.928,3,0.2,1072.9044,,11.249999999999998
9304,US-2019-163433,2019-04-18,2019-04-22,빠른배송,MP-17965,이윤석,기업고객,대한민국,수도권,서울특별시,도봉구,OFF-PA-10003936,Xerox 1994,사무용품,종이류,18841.248,3,0.2,6594.4368,,35.0
9305,US-2019-163433,2019-04-18,2019-04-22,빠른배송,MP-17965,이윤석,기업고객,대한민국,수도권,서울특별시,도봉구,OFF-BI-10000320,GBC Plastic Binding Combs,사무용품,바인더,1788.174,1,0.8,-2771.6697,,-155.0
9306,CA-2019-137603,2019-09-19,2019-09-24,일반배송,MH-17290,유원경,홈오피스,대한민국,수도권,서울특별시,서대문구,OFF-AR-10001972,Newell 323,사무용품,필기구,10176.6,5,0.0,2645.916,,26.0
9307,CA-2018-128237,2018-03-25,2018-03-30,일반배송,CA-12265,노채아,개인고객,대한민국,수도권,서울특별시,강남구,OFF-AR-10003829,Newell 35,사무용품,필기구,7947.44,2,0.0,2304.7576,,28.999999999999996
9308,CA-2018-128237,2018-03-25,2018-03-30,일반배송,CA-12265,노채아,개인고객,대한민국,수도권,서울특별시,강남구,OFF-AR-10003338,"Eberhard Faber 3 1/2"" Golf Pencils",사무용품,필기구,18027.12,2,0.0,4506.78,,25.0
9309,CA-2018-128237,2018-03-25,2018-03-30,일반배송,CA-12265,노채아,개인고객,대한민국,수도권,서울특별시,강남구,TEC-AC-10002558,Imation Swivel Flash Drive USB flash drive - 8 GB,전자제품,컴퓨터소품,55099.02,4,0.0,19284.657,,35.0
9310,CA-2018-128237,2018-03-25,2018-03-30,일반배송,CA-12265,노채아,개인고객,대한민국,수도권,서울특별시,강남구,OFF-AR-10000034,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",사무용품,필기구,30820.56,6,0.0,12020.0184,,39.0
9311,US-2020-102141,2020-08-26,2020-08-31,일반배송,KD-16615,양재연,기업고객,대한민국,수도권,서울특별시,양천구,OFF-BI-10001510,Deluxe Heavy-Duty Vinyl Round Ring Binder,사무용품,바인더,177712.512,8,0.2,55535.16,,31.250000000000007
9312,CA-2021-148642,2021-03-06,2021-03-12,일반배송,DW-13540,박민균,개인고객,대한민국,수도권,서울특별시,서초구,OFF-LA-10000134,Avery 511,사무용품,라벨류,5970.272,2,0.2,2089.5952,,35.0
9313,CA-2021-148642,2021-03-06,2021-03-12,일반배송,DW-13540,박민균,개인고객,대한민국,수도권,서울특별시,서초구,OFF-AR-10000588,Newell 345,사무용품,필기구,76915.712,4,0.2,5768.6784,,7.5
9314,CA-2019-111948,2019-11-11,2019-11-11,당일배송,AG-10495,고혜정,기업고객,대한민국,제주,제주특별자치도,서귀포시,OFF-ST-10003282,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",사무용품,수납제품,506794.68,7,0.0,141902.5104,Yes,28.000000000000004
9315,CA-2019-111948,2019-11-11,2019-11-11,당일배송,AG-10495,고혜정,기업고객,대한민국,제주,제주특별자치도,서귀포시,OFF-AP-10002311,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",사무용품,집기비품,150053.967,2,0.1,56687.0542,Yes,37.77777777777778
9316,CA-2020-161907,2020-04-05,2020-04-09,일반배송,JH-16180,심용수,개인고객,대한민국,수도권,경기도,화성시,TEC-PH-10000141,Clearsounds A400,전자제품,전화기,143904.393,3,0.4,-33577.6917,,-23.333333333333332
